file,duration,sample_rate,steganography_detected,stego_entropy,hidden_text_sample,tampering_detected,tamper_times,avg_zcr,avg_energy,spectral_entropy
audio_files/clean.wav,5.0,22050,True,0.9999820476416938,"K+&>^z,GJ&UW5eQI9Gba]^KUw`c<k<)H@WJYWNCgP#NRsg![]Sbo?uK{gi3$+ft ?V{3aBS*=8@(N7ysO-A*`^k6lPq%""E!NvoS~...",False,[],0.03963894314236111,0.70465726,3.756067
audio_files/suspicious.wav,5.0,22050,True,0.9999820476416938,"K+&>^z,GJ&UW5eQI9Gba]^KUw`c<k<)H@WJYWNCgP#NRsg![]Sbo?uK{gi3$+ft ?V{3aBS*=8@(N7ysO-A*`^k6lPq%""E!NvoS~...",False,[],0.03962085865162037,0.70465726,4.0071616
